 24-04-2024 21:20:00, GPU temperature     ,GPU temperature 2   ,GPU usage           ,Power               ,Fan speed           ,Fan tachometer      ,CPU temperature     ,CPU usage           ,CPU power           ,Framerate           ,T outside (C ),T Exhaust (C ),T Internal (C )
 24-04-2024 21:23:02,48,56,65,104,49,2345,67,31.07,47.595,59.9,22.6,30.2,26.7
 24-04-2024 21:23:03,49,61,51,130,49,2344,73,32.917,49.803,59.9,22.6,30.2,26.7
 24-04-2024 21:23:04,49,62,67,127,49,2345,66,32.248,50.927,59.9,22.6,30.2,26.7
 24-04-2024 21:23:05,48,53,75,89,49,2345,66,30.902,45.976,59.9,22.6,30.2,26.7
 24-04-2024 21:23:06,48,55,66,98,49,2346,66,30.339,48.463,58.9,22.6,30.2,26.7
 24-04-2024 21:23:07,48,60,63,119,49,2342,66,29.7,45.381,59.9,22.6,30.2,26.7
 24-04-2024 21:23:08,48,54,68,86,49,2346,64,30.744,46.456,59.9,22.6,30.2,26.7
 24-04-2024 21:23:09,49,64,77,134,49,2335,63,32.57,49.061,59.9,22.6,30.2,26.7
 24-04-2024 21:23:10,50,68,71,155,49,2338,70,33.542,52.084,57.7,22.6,30.2,26.7
 24-04-2024 21:23:11,49,62,76,125,50,2344,70,34.762,55.474,58,22.6,30.2,26.7
 24-04-2024 21:23:12,50,65,81,137,50,2369,70,33.829,54.615,59.9,22.6,30.2,26.7
 24-04-2024 21:23:13,50,62,64,128,50,2372,68,31.788,52.829,59.9,22.6,30.2,26.7
 24-04-2024 21:23:14,50,62,69,122,50,2376,68,30.416,49.806,58.9,22.6,30.2,26.7
 24-04-2024 21:23:15,49,64,76,136,50,2371,70,30.988,54.024,59.9,22.6,30.2,26.7
 24-04-2024 21:23:16,50,64,76,136,49,2359,70,30.804,54.134,59.9,22.6,30.2,26.7
 24-04-2024 21:23:17,50,63,74,135,49,2341,71,32.141,54.588,59.9,22.6,30.2,26.7
 24-04-2024 21:23:18,49,60,78,118,49,2342,67,31.231,54.18,59.9,22.6,30.2,26.7
 24-04-2024 21:23:19,49,58,72,100,49,2340,68,27.812,48.935,59.9,22.6,30.2,26.7
 24-04-2024 21:23:20,50,66,61,151,49,2340,71,32.299,55.84,59.9,22.6,30.2,26.7
 24-04-2024 21:23:21,50,66,75,142,50,2353,70,32.021,55.973,59.9,22.6,30.2,26.7
 24-04-2024 21:23:22,50,66,84,142,50,2361,71,31.62,55.889,59.9,22.6,30.2,26.7
 24-04-2024 21:23:23,50,63,79,134,50,2368,73,33.62,55.385,59.9,22.6,30.2,26.7
 24-04-2024 21:23:24,50,64,86,140,50,2370,70,30.811,55.36,59.9,22.6,30.2,26.7
 24-04-2024 21:23:25,50,61,88,117,50,2375,70,32.998,46.652,59.9,22.6,30.2,26.7
 24-04-2024 21:23:26,49,62,78,117,50,2373,67,32.155,49.417,59.9,22.6,30.2,26.7
 24-04-2024 21:23:27,50,63,63,128,50,2374,63,31.373,45.656,59.9,22.6,30.2,26.7
 24-04-2024 21:23:28,50,61,64,113,50,2375,68,32.88,49.534,59.9,22.6,30.2,26.7
 24-04-2024 21:23:29,50,62,79,128,50,2372,73,32.511,51.952,59.9,22.6,30.2,26.7
 24-04-2024 21:23:30,50,62,85,122,50,2371,70,33.092,54.011,59.9,22.6,30.2,26.7
 24-04-2024 21:23:31,50,61,83,116,50,2373,69,31.808,54.216,59.9,22.6,30.2,26.7
 24-04-2024 21:23:32,49,62,86,125,50,2375,71,31.851,52.74,59.9,22.6,30.2,26.7
 24-04-2024 21:23:33,50,62,85,124,50,2371,69,31.841,54.015,59.9,22.6,30.2,26.7
 24-04-2024 21:23:34,50,65,79,126,50,2373,67,32.447,52.974,59.9,22.6,30.2,26.7
 24-04-2024 21:23:35,49,61,72,123,50,2378,64,30.72,47.094,59.9,22.6,30.2,26.7
 24-04-2024 21:23:36,49,61,66,107,49,2365,64,31.868,47.91,59.9,22.6,30.2,26.7
 24-04-2024 21:23:37,49,61,73,118,49,2350,67,31.101,45.987,59.9,22.6,30.2,26.7
 24-04-2024 21:23:38,50,63,78,127,49,2337,70,31.151,51.283,59.9,22.6,30.2,26.7
 24-04-2024 21:23:39,49,62,72,122,49,2341,69,30.822,46.324,59.9,22.6,30.2,26.7
 24-04-2024 21:23:40,50,61,70,120,49,2344,68,30.271,46.359,59.9,22.6,30.2,26.7
 24-04-2024 21:23:41,49,62,67,123,50,2352,68,30.726,45.121,59.9,22.6,30.2,26.7
 24-04-2024 21:23:42,50,63,66,133,50,2364,71,32.033,49.449,59.9,22.6,30.2,26.7
 24-04-2024 21:23:43,51,65,77,143,50,2369,69,30.943,53.48,59.9,22.6,30.2,26.7
 24-04-2024 21:23:44,50,66,83,139,50,2372,69,30.966,51.676,59.9,22.6,30.2,26.7
 24-04-2024 21:23:45,50,63,92,133,50,2374,70,30.125,51.635,59.9,22.6,30.2,26.7
 24-04-2024 21:23:46,49,62,92,118,50,2377,66,31.556,44.537,59.9,22.6,30.2,26.7
 24-04-2024 21:23:47,50,65,85,132,50,2373,69,30.159,48.405,59.9,22.6,30.2,26.7
 24-04-2024 21:23:48,50,59,85,117,50,2372,65,30.733,46.464,59.9,22.6,30.2,26.7
 24-04-2024 21:23:49,49,60,85,113,50,2381,66,29.063,38.309,59.9,22.6,30.2,26.7
 24-04-2024 21:23:50,50,62,83,128,50,2372,67,31.027,50.457,59.9,22.6,30.2,26.7
 24-04-2024 21:23:51,50,61,86,122,50,2373,66,29.996,52.315,59.9,22.6,30.2,26.7
 24-04-2024 21:23:52,50,61,84,117,50,2377,65,29.561,45.151,59.9,22.6,30.2,26.7
 24-04-2024 21:23:53,49,59,82,109,50,2381,65,29.832,40.697,59.9,22.6,30.2,26.7
 24-04-2024 21:23:54,49,60,78,107,50,2375,63,32.216,41.707,59.9,22.6,30.2,26.7
 24-04-2024 21:23:55,49,58,75,97,50,2376,66,29.395,38.727,59.9,22.6,30.2,26.7
 24-04-2024 21:23:56,49,57,81,107,49,2366,71,30.372,40.414,59.9,22.6,30.2,26.7
 24-04-2024 21:23:57,49,56,79,89,49,2350,66,31.044,37.176,59.9,22.6,30.2,26.7
 24-04-2024 21:23:58,48,55,71,91,49,2351,66,28.634,37.841,59.9,22.6,30.2,26.7
 24-04-2024 21:23:59,49,54,66,91,49,2350,66,28.155,38.76,59.9,22.6,30.2,26.7
 24-04-2024 21:24:00,48,56,59,96,49,2349,63,30.48,36.452,59.9,22.6,30.5,27
 24-04-2024 21:24:01,48,56,71,94,49,2347,63,28.515,38.072,59.9,22.6,30.5,27
 24-04-2024 21:24:02,48,57,74,101,49,2342,63,30.305,39.074,59.9,22.6,30.5,27
 24-04-2024 21:24:03,48,59,67,105,49,2346,68,31.175,38.372,59.9,22.6,30.5,27
 24-04-2024 21:24:04,49,58,64,98,49,2347,62,31.872,39.753,59.9,22.6,30.5,27
 24-04-2024 21:24:05,49,59,52,106,49,2342,63,30.427,38.212,59.9,22.6,30.5,27
